id,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_verifications_email,host_verifications_phone,host_verifications_reviews,host_verifications_facebook,host_verifications_government_id,calculated_host_listings_count,host_seniority
19171,within_an_hour,100.0,1,1,1,1,1,1,0,1,7,2084
19172,within_an_hour,100.0,0,1,1,1,1,0,0,1,1,1347
19173,within_an_hour,100.0,0,1,0,1,1,0,1,1,2,1502
19174,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2007
19175,within_an_hour,100.0,0,1,0,1,1,1,0,1,11,987
19176,within_a_day,100.0,0,1,0,1,1,0,1,1,1,1033
19177,within_a_day,90.0,0,1,0,1,1,0,0,0,2,282
19178,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
19179,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,305
19180,within_a_day,80.0,0,1,0,0,1,0,0,1,1,1842
19181,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,87
19182,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,87
19183,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,1786
19184,within_a_day,80.0,0,1,0,1,1,1,0,1,2,2364
19185,within_a_day,100.0,0,1,0,1,1,0,0,1,1,914
19186,,,0,1,0,1,1,0,0,1,1,964
19187,within_a_few_hours,68.0,0,1,0,1,1,0,0,1,7,120
19188,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,1274
19189,within_an_hour,100.0,1,1,0,1,1,0,0,1,4,715
19190,within_an_hour,67.0,0,1,0,1,0,0,0,0,1,87
19191,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1165
19192,within_a_few_hours,70.0,0,1,0,1,1,0,0,1,2,182
19193,within_an_hour,100.0,1,1,0,1,1,0,0,1,6,473
19194,within_an_hour,80.0,0,1,0,1,1,0,0,0,1,990
19195,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,217
19196,within_an_hour,100.0,0,1,1,1,1,1,0,1,5,1612
19197,within_an_hour,100.0,0,1,1,0,1,0,0,0,7,228
19198,within_an_hour,100.0,1,1,0,0,0,0,0,0,1,86
19199,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,1760
19200,within_an_hour,94.0,0,1,1,1,1,1,0,1,55,2978
19201,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,88
19202,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,11,661
19203,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,86
19204,within_a_few_hours,90.0,0,1,0,1,1,0,0,1,1,98
19205,within_an_hour,99.0,0,1,1,1,1,1,0,1,32,2254
19206,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,86
19207,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,1760
19208,within_an_hour,100.0,1,1,0,1,1,0,0,1,3,374
19209,within_an_hour,100.0,0,1,0,1,1,1,0,0,3,1372
19210,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,1760
19211,within_an_hour,90.0,0,1,0,1,1,0,0,1,1,1267
19212,within_an_hour,90.0,0,1,1,1,1,1,1,1,1,1435
19213,within_an_hour,98.0,0,1,1,1,1,0,0,1,8,703
19214,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2891
19215,within_an_hour,100.0,0,1,1,1,1,0,0,1,2,638
19216,within_a_few_hours,94.0,0,1,0,1,1,0,0,1,1,85
19217,within_an_hour,100.0,0,1,0,0,1,0,0,0,3,85
19218,within_an_hour,100.0,1,1,0,1,1,0,0,0,3,528
19219,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,1545
19220,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,85
19221,within_an_hour,100.0,1,1,0,1,1,0,0,1,6,473
19222,a_few_days_or_more,0.0,0,1,1,1,1,0,0,1,1,2250
19223,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,463
19224,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,1441
19225,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,677
19226,within_a_day,67.0,0,1,0,1,1,0,0,1,1,85
19227,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,85
19228,within_an_hour,100.0,0,1,0,1,1,0,0,0,5,1252
19229,within_an_hour,100.0,0,1,0,1,1,0,1,1,2,1502
19230,within_an_hour,100.0,1,1,0,1,1,1,0,1,9,1604
19231,within_an_hour,100.0,0,1,1,1,1,1,1,1,2,1404
19232,within_an_hour,92.0,1,1,0,1,1,0,0,1,2,409
19233,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,128
19234,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,84
19235,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,1024
19236,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,1024
19237,within_an_hour,100.0,0,1,0,1,1,0,0,1,19,444
19238,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,1891
19239,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,84
19240,a_few_days_or_more,44.0,0,1,0,1,1,0,0,0,1,231
19241,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,84
19242,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,84
19243,within_an_hour,100.0,0,1,0,1,1,0,1,0,2,814
19244,within_a_day,50.0,0,1,0,1,1,0,0,1,1,179
19245,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,90
19247,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,84
19248,within_an_hour,100.0,1,1,0,1,1,0,0,0,8,260
19249,within_a_few_hours,90.0,0,1,0,1,1,1,0,1,2,807
19250,,,0,1,0,1,1,1,1,0,1,1342
19251,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1882
19252,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,1354
19254,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,2748
19255,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,7,2001
19256,within_an_hour,80.0,0,1,0,1,1,1,0,1,5,1885
19257,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,93
19258,within_an_hour,100.0,1,1,0,1,1,0,0,0,3,528
19259,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,83
19260,within_an_hour,67.0,0,1,0,1,1,0,0,0,1,83
19261,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1182
19262,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,83
19263,a_few_days_or_more,31.0,0,1,0,0,1,0,0,1,2,83
19264,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,787
19265,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,585
19266,within_an_hour,100.0,0,1,1,1,1,0,0,1,1,638
19267,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,82
19268,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,278
19269,within_an_hour,100.0,0,1,0,0,1,0,0,1,3,197
19270,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,460
19271,within_a_few_hours,100.0,1,1,0,1,1,0,1,0,1,1429
19272,within_an_hour,100.0,1,1,1,1,1,1,0,1,20,1482
19273,within_an_hour,100.0,0,1,1,1,1,0,0,1,2,82
19274,within_a_day,90.0,0,1,1,1,1,1,1,1,1,1684
19275,within_an_hour,100.0,0,1,1,1,1,0,0,1,2,82
19276,within_a_few_hours,77.0,0,1,0,1,1,0,0,1,5,303
19277,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,81
19278,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,81
19279,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,943
19280,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1410
19281,within_an_hour,90.0,0,1,1,1,1,1,0,1,1,1717
19282,within_an_hour,95.0,0,1,0,1,1,0,0,1,4,212
19283,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,1,81
19284,within_an_hour,95.0,0,1,0,1,1,0,0,1,4,212
19285,within_an_hour,95.0,0,1,0,1,1,0,0,1,4,212
19286,within_a_few_hours,70.0,0,1,1,1,1,1,0,1,1,1933
19287,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,1866
19288,within_a_few_hours,80.0,0,1,0,1,1,0,0,1,2,710
19289,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,1984
19290,within_a_few_hours,67.0,0,1,0,0,1,0,0,0,1,81
19291,within_an_hour,100.0,0,1,1,1,1,0,0,1,3,407
19292,within_an_hour,100.0,0,1,0,1,1,0,0,1,3,256
19293,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
19294,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,401
19295,within_an_hour,100.0,0,1,0,1,1,0,1,0,1,1276
19296,within_a_day,90.0,0,1,0,1,1,0,0,1,3,2051
19297,within_a_day,100.0,0,1,1,1,1,1,1,1,2,1590
19298,within_an_hour,100.0,0,1,0,1,1,0,0,1,23,896
19299,within_a_few_hours,100.0,0,1,1,1,0,0,0,1,2,80
19300,within_an_hour,100.0,0,1,0,1,1,1,0,1,24,798
19301,within_an_hour,100.0,1,1,0,1,1,0,0,0,3,528
19302,within_a_day,50.0,0,1,0,0,1,0,0,1,4,347
19303,within_an_hour,100.0,0,1,0,1,1,0,0,1,23,896
19304,within_a_few_hours,83.0,0,1,0,1,1,1,0,0,1,1103
19305,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2243
19306,within_a_few_hours,100.0,0,1,0,1,1,1,0,0,13,857
19307,a_few_days_or_more,33.0,0,1,0,0,1,0,0,0,1,1474
19308,within_an_hour,100.0,0,1,0,1,1,0,0,1,5,80
19309,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,935
19310,within_an_hour,100.0,0,1,0,1,1,0,0,1,5,80
19311,within_an_hour,100.0,0,1,0,1,1,0,0,1,5,80
19312,within_an_hour,100.0,0,1,0,1,1,0,0,1,5,80
19313,within_an_hour,100.0,0,1,0,1,1,0,0,1,5,80
19314,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
19315,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
19316,within_an_hour,95.0,0,1,0,1,1,1,0,1,27,961
19317,within_an_hour,95.0,0,1,0,1,1,1,0,1,27,961
19318,within_an_hour,92.0,0,1,1,1,1,1,0,1,4,1442
19319,within_a_few_hours,90.0,0,1,0,1,1,0,0,1,2,2772
19320,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
19321,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
19322,within_a_day,50.0,0,1,0,0,1,0,0,1,4,347
19323,within_an_hour,100.0,0,1,0,0,1,0,1,1,1,1156
19324,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,287
19326,,,0,0,0,0,0,0,0,0,3,-1
19327,within_a_day,50.0,0,1,0,0,1,0,0,1,4,347
19328,within_an_hour,100.0,0,1,1,1,1,1,0,1,7,1353
19329,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,1639
19330,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,79
19331,,,0,1,0,0,1,0,0,0,13,79
19332,within_an_hour,100.0,0,1,1,0,1,0,0,0,7,228
19333,within_a_few_hours,100.0,0,1,0,1,1,1,1,1,1,1290
19334,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,79
19335,within_an_hour,100.0,1,1,0,1,1,1,0,1,9,1604
19336,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,2684
19337,within_an_hour,100.0,1,1,0,1,1,1,0,1,9,1604
19338,within_an_hour,94.0,1,1,0,1,1,0,0,1,2,402
19339,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,79
19340,within_a_few_hours,89.0,0,1,0,1,1,0,0,1,1,79
19341,within_a_day,75.0,0,1,0,0,1,0,0,1,1,543
19342,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,78
19343,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,78
19344,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,1268
19345,within_an_hour,100.0,1,1,0,1,1,0,0,0,3,701
19346,within_a_day,90.0,1,1,0,1,1,1,0,0,12,1820
19347,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,78
19348,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,85
19349,within_an_hour,100.0,0,1,0,1,1,0,0,1,3,78
19350,within_an_hour,100.0,0,1,0,1,1,0,0,1,3,78
19351,within_an_hour,100.0,0,1,0,1,1,0,0,1,3,78
19352,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
19353,,,0,1,0,0,1,0,0,0,13,79
19354,within_an_hour,92.0,0,1,0,1,1,0,0,0,3,78
19355,,,0,1,0,0,1,0,0,0,13,79
19356,,,0,1,0,0,1,0,0,0,13,79
19357,,,0,1,0,0,1,0,0,0,13,79
19358,,,0,1,0,0,1,0,0,0,13,79
19359,,,0,1,0,0,1,0,0,0,13,79
19360,,,0,1,0,0,1,0,0,0,13,79
19361,,,0,1,0,0,1,0,0,0,13,79
19362,,,0,1,0,0,1,0,0,0,13,79
19363,,,0,1,0,0,1,0,0,0,13,79
19364,,,0,1,0,0,1,0,0,0,13,79
19365,,,0,1,0,0,1,0,0,0,13,79
19366,within_a_day,70.0,0,1,0,0,1,0,0,0,1,78
19367,within_an_hour,100.0,1,1,0,0,1,0,0,0,1,78
19368,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,78
19369,,,0,1,0,1,1,0,0,0,1,77
19370,within_an_hour,100.0,0,1,1,1,1,0,0,1,2,77
19371,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1960
19372,,,0,0,0,0,0,0,0,0,1,-1
19373,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,296
19374,within_an_hour,92.0,0,1,0,0,1,0,0,1,1,77
19375,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,296
19376,within_an_hour,100.0,0,1,0,1,1,1,0,1,28,1578
19377,within_an_hour,100.0,0,1,0,1,1,1,0,1,47,1795
19378,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,77
19380,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,77
19381,within_an_hour,100.0,0,1,0,1,1,1,1,0,2,1240
19382,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,310
19383,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,296
19384,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,296
19385,within_an_hour,95.0,0,1,0,1,1,0,0,1,3,105
19386,within_an_hour,100.0,0,1,0,1,1,1,0,1,47,1795
19387,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,1438
19388,within_an_hour,100.0,1,1,1,1,1,1,0,1,6,1298
19389,within_a_few_hours,90.0,0,1,0,1,1,0,0,0,1,76
19390,within_an_hour,100.0,1,1,0,0,1,1,0,1,1,778
19391,within_a_day,100.0,0,1,0,1,1,1,0,1,1,2104
19392,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,236
19393,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,1017
19394,within_an_hour,100.0,0,1,1,1,1,0,0,1,4,574
19395,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,76
19396,within_an_hour,98.0,0,1,1,1,1,1,0,1,14,1561
19397,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,1502
19398,within_a_few_hours,78.0,0,1,0,1,1,0,0,1,4,97
19399,within_a_few_hours,78.0,0,1,0,1,1,0,0,1,4,97
19400,within_a_few_hours,90.0,0,1,1,0,1,1,0,1,1,893
19401,within_an_hour,100.0,1,1,1,1,1,1,0,1,20,1482
19402,within_an_hour,100.0,0,1,1,1,1,0,0,1,1,75
19403,within_an_hour,100.0,1,1,1,1,1,1,0,1,20,1482
19404,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,1,75
19405,within_an_hour,100.0,1,1,1,1,1,1,0,1,20,1482
19406,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,2,434
19407,within_an_hour,89.0,0,1,0,1,1,1,0,1,1,1720
19408,within_a_few_hours,60.0,0,1,0,1,1,0,0,0,1,75
19409,within_a_day,60.0,0,1,0,1,1,0,0,0,1,663
19410,within_an_hour,100.0,0,1,0,1,1,0,0,0,13,184
19411,within_an_hour,100.0,0,1,0,1,1,0,0,0,13,184
19412,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,75
19413,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,75
19414,within_an_hour,100.0,0,1,0,1,1,0,1,1,1,1383
19415,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,75
19416,within_an_hour,100.0,1,1,1,1,1,1,0,1,20,1482
19417,within_an_hour,100.0,1,1,1,1,1,1,0,1,20,1482
19418,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1003
19419,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,75
19420,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,496
19421,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,81
19422,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,156
19423,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,496
19424,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,759
19425,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,74
19426,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,74
19427,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,296
19428,within_an_hour,100.0,0,1,0,0,1,0,0,1,1,74
19429,within_a_few_hours,100.0,1,1,0,1,1,0,0,0,3,1394
19430,within_an_hour,98.0,1,1,0,1,1,1,0,0,9,585
19431,within_an_hour,100.0,1,1,1,1,1,0,0,1,1,89
19432,within_a_few_hours,100.0,0,1,0,1,1,0,1,0,2,2768
19433,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,511
19434,within_an_hour,100.0,0,1,0,0,1,0,1,1,1,2203
19435,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2806
19436,within_an_hour,90.0,0,1,0,1,1,0,0,0,1,73
19437,within_a_day,80.0,0,1,0,1,1,0,0,1,1,109
19438,within_an_hour,100.0,1,1,0,1,1,0,0,0,5,948
19439,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1659
19440,within_a_few_hours,90.0,0,1,0,1,1,0,0,0,1,73
19441,within_a_few_hours,80.0,0,1,0,1,1,0,0,0,1,611
19442,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,73
19443,within_an_hour,100.0,0,1,0,1,1,0,0,0,3,660
19444,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,73
19445,within_a_day,67.0,0,1,0,1,1,0,0,0,5,74
19446,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,2422
19447,within_an_hour,95.0,0,1,0,1,1,0,0,1,4,73
19448,within_a_day,67.0,0,1,0,1,1,0,0,0,5,74
19449,within_a_day,67.0,0,1,0,1,1,0,0,0,5,74
19450,within_a_day,67.0,0,1,0,1,1,0,0,0,5,74
19451,within_a_day,67.0,0,1,0,1,1,0,0,0,5,74
19452,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,248
19453,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,73
19454,within_a_few_hours,90.0,0,1,0,1,1,0,0,0,2,73
19455,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,73
19456,within_an_hour,100.0,0,1,1,1,1,0,0,1,1,73
19457,,,0,1,0,0,1,0,0,0,2,74
19458,,,0,1,0,0,1,0,0,0,2,74
19459,within_an_hour,100.0,0,1,0,0,1,0,0,0,1,73
19460,within_a_day,50.0,0,1,0,1,1,1,1,1,1,1140
19461,within_an_hour,80.0,0,1,0,1,1,0,0,0,1,73
19462,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,73
19463,within_an_hour,100.0,0,1,0,1,1,1,1,1,6,1027
19464,within_an_hour,85.0,0,1,0,1,1,1,0,1,44,1235
19465,within_an_hour,100.0,0,1,0,1,1,0,0,1,25,456
19466,within_an_hour,90.0,0,1,0,1,1,0,0,0,1,73
19467,within_an_hour,90.0,0,1,0,1,0,0,0,0,1,73
19468,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,72
19469,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,72
19470,within_an_hour,100.0,0,1,0,1,1,0,0,1,25,456
19471,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1222
19472,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,72
19473,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,1968
19474,,,0,0,0,0,0,0,0,0,1,-1
19475,within_an_hour,90.0,0,1,0,1,1,0,0,1,3,308
19476,within_an_hour,100.0,0,1,1,1,1,1,0,1,21,2831
19477,within_an_hour,100.0,0,1,1,1,1,1,0,1,21,2831
19478,within_an_hour,100.0,0,1,1,1,1,1,0,1,21,2831
19479,,,0,1,1,1,1,0,0,1,1,72
19480,within_an_hour,100.0,0,1,0,1,1,1,1,0,1,1334
19481,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,78
19482,within_an_hour,96.0,0,1,0,1,1,0,0,0,2,72
19483,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,528
19484,within_an_hour,96.0,0,1,0,1,1,0,0,0,2,72
19485,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,1,72
19486,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,72
19487,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,72
19488,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,72
19489,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,72
19490,within_an_hour,90.0,0,1,0,1,1,0,0,0,1,103
19491,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2051
19492,within_an_hour,100.0,0,1,0,1,1,1,0,1,5,1733
19493,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,133
19494,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,872
19495,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,769
19496,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,72
19497,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,116
19498,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,72
19499,within_an_hour,100.0,0,1,0,1,1,0,0,1,3,731
19500,within_an_hour,100.0,0,1,1,1,1,1,0,1,15,1919
19501,within_an_hour,100.0,0,1,1,1,1,1,0,1,21,2831
19502,within_a_day,88.0,0,1,0,1,1,0,0,0,1,71
19503,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
19504,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,78
19505,within_an_hour,92.0,0,1,0,1,1,0,0,0,3,78
19506,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
19507,within_an_hour,100.0,0,1,0,1,1,0,0,1,25,456
19508,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,592
19509,within_an_hour,100.0,0,1,0,1,1,1,0,1,8,1894
19510,within_an_hour,100.0,0,1,0,1,1,0,1,1,1,3042
19511,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,71
19512,within_an_hour,100.0,0,1,0,0,1,0,0,0,1,71
19513,within_a_few_hours,100.0,0,1,0,0,1,0,0,0,1,71
19514,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,137
19515,within_an_hour,90.0,0,1,0,1,1,0,0,1,8,353
19516,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,479
19517,within_a_day,75.0,0,1,0,1,1,0,0,0,1,2109
19518,within_an_hour,100.0,0,1,0,1,1,0,0,1,8,1394
19519,within_an_hour,100.0,0,1,0,1,1,0,0,1,8,1394
19520,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,72
19521,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,1943
19522,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,1026
19523,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,70
19524,within_an_hour,100.0,0,1,0,1,1,1,1,1,3,2475
19525,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,119
19526,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,296
19527,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,296
19528,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,70
19529,within_an_hour,100.0,0,1,0,1,1,1,0,0,6,825
19530,within_an_hour,100.0,0,1,0,1,1,0,1,1,2,934
19531,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2007
19532,within_an_hour,100.0,1,1,0,1,1,1,0,0,3,2844
19533,within_an_hour,100.0,1,1,0,1,1,0,0,0,6,248
19534,within_an_hour,100.0,1,1,0,1,1,0,0,0,6,248
19535,within_an_hour,100.0,1,1,0,1,1,0,0,0,6,248
19536,within_an_hour,100.0,1,1,0,1,1,1,0,0,6,930
19537,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2509
19539,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,197
19540,a_few_days_or_more,25.0,0,1,0,0,1,0,0,0,1,69
19541,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,1767
19542,within_an_hour,90.0,0,1,0,1,1,0,0,0,1,267
19543,within_a_day,70.0,0,1,1,1,1,1,1,1,2,2413
19544,within_an_hour,100.0,1,1,0,0,1,0,0,0,2,521
19546,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,68
19547,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,79
19548,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1997
19549,within_an_hour,100.0,0,1,0,1,1,1,0,0,2,3067
19550,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,125
19551,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,2637
19552,,,0,1,1,1,1,1,0,1,1,1615
19553,within_an_hour,97.0,0,1,0,1,1,0,0,1,4,78
19554,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,68
19555,within_an_hour,100.0,0,1,0,1,1,0,0,0,3,68
19556,within_a_day,100.0,0,1,0,1,1,1,0,1,2,1580
19557,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,78
19558,within_an_hour,100.0,0,1,0,0,1,0,0,1,1,67
19559,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,650
19560,within_an_hour,100.0,1,1,0,1,1,0,0,1,23,1125
19561,within_an_hour,93.0,1,1,0,1,1,0,0,1,3,395
19562,within_an_hour,100.0,1,1,0,1,1,0,0,1,23,1125
19563,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
19564,within_an_hour,100.0,0,1,0,1,1,1,0,1,4,2045
19565,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
19566,within_an_hour,100.0,1,1,0,1,1,0,0,0,3,701
19567,within_a_few_hours,78.0,0,1,0,1,1,0,0,1,4,97
19568,within_an_hour,100.0,0,1,0,0,1,0,0,1,7,764
19569,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,67
19570,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2079
19571,within_a_day,90.0,0,1,0,1,1,0,1,0,1,1309
19572,within_an_hour,100.0,0,1,1,1,1,0,1,1,1,921
19573,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,488
19574,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,276
19575,within_an_hour,90.0,0,1,0,1,1,0,0,0,1,67
19576,within_an_hour,100.0,0,1,1,1,1,1,1,1,2,2483
19577,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,66
19578,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,2313
19579,within_an_hour,100.0,1,1,0,1,1,1,0,1,3,2185
19580,within_an_hour,100.0,0,1,0,1,1,0,0,0,9,386
19581,a_few_days_or_more,33.0,0,1,0,1,1,0,0,0,5,66
19582,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
19583,within_a_few_hours,100.0,0,1,0,1,1,1,0,0,1,1001
19584,a_few_days_or_more,33.0,0,1,0,1,1,0,0,0,5,66
